locus	counts_pvalzero
S12_1576182.txt	80
S12_1576285.txt	0
S12_1607771.txt	0
S12_1632761.txt	0
S12_1659998.txt	11
S1_2174499.txt	95
S12_1764378.txt	92
S12_1764399.txt	83
S1_21767250.txt	1
S1_21849127.txt	47
S1_21852787.txt	100
S12_2011977.txt	1
S1_22013852.txt	4
S1_22013854.txt	8
S1_22013893.txt	12
S12_202958.txt	100
S12_202969.txt	100
S1_22051265.txt	72
S1_22051314.txt	22
S1_22068158.txt	17
S1_22068172.txt	24
S1_22068174.txt	8
S1_22068189.txt	45
S1_22083510.txt	12
S12_209701.txt	0
S12_209773.txt	2
S1_22121440.txt	85
S1_22121479.txt	56
S1_22121584.txt	11
S1_22216022.txt	100
S1_22216048.txt	10
S1_22216071.txt	8
S1_22216082.txt	11
S1_22219478.txt	0
S1_22219479.txt	0
S1_22219482.txt	0
S1_22319629.txt	0
S1_22339349.txt	13
S1_22352929.txt	1
S1_22352932.txt	0
S1_22519336.txt	62
S1_22528621.txt	0
S1_22528630.txt	34
S1_22528658.txt	41
S1_22553951.txt	0
S1_22553980.txt	94
S1_22554021.txt	9
S1_22585217.txt	48
S12_2682410.txt	100
S12_2932717.txt	0
S12_2933821.txt	0
S12_2933832.txt	0
S12_2933848.txt	100
S1_22986430.txt	80
S12_3080088.txt	100
S12_3089186.txt	100
S12_3089203.txt	100
S12_3089219.txt	100
S12_313518.txt	17
S12_3152092.txt	0
S12_3162069.txt	100
S12_3162071.txt	100
S12_316494.txt	17
S12_3411359.txt	100
S12_3411364.txt	100
S12_3411372.txt	80
S12_3422987.txt	7
S12_3423067.txt	100
S12_3423071.txt	100
S12_3423108.txt	43
S12_3423132.txt	43
S1_2343429.txt	11
S12_3437961.txt	100
S12_3437989.txt	100
S1_23456999.txt	1
S12_3495840.txt	100
S12_3511043.txt	98
S12_3681504.txt	100
S12_3710834.txt	100
S12_3785832.txt	24
S12_3785839.txt	24
S1_2378966.txt	15
S1_2378990.txt	54
S12_3811183.txt	0
S1_23884971.txt	42
S12_3956964.txt	0
S12_3956975.txt	100
S1_2400395.txt	100
S12_4060651.txt	47
S12_4060656.txt	53
S12_4060691.txt	0
S1_240873.txt	0
S1_24107214.txt	15
S1_24107219.txt	18
S1_24237913.txt	0
S12_4448997.txt	0
S12_4449090.txt	80
S12_4449102.txt	100
S12_4453018.txt	100
S12_4453019.txt	100
S1_2448675.txt	100
S1_24570998.txt	0
S12_4604122.txt	100
S1_24774857.txt	0
S1_24851494.txt	0
S1_24851601.txt	9
S1_24957095.txt	0
S1_24976809.txt	0
S12_4986239.txt	80
S12_4997963.txt	0
S1_25256424.txt	12
S1_25256436.txt	17
S1_25256440.txt	100
S1_25256474.txt	85
S1_2530125.txt	0
S12_5417668.txt	0
S12_5417670.txt	90
S12_5417677.txt	100
S12_5417724.txt	99
S12_5417725.txt	100
S12_5417748.txt	2
S12_5418427.txt	100
S12_5418437.txt	95
S12_5419203.txt	0
S12_5419223.txt	0
S12_5419224.txt	0
S12_5419249.txt	100
S12_5437706.txt	12
S12_5437797.txt	10
S12_5437818.txt	10
S1_25463298.txt	100
S1_25463333.txt	100
S12_5482834.txt	68
S1_2549766.txt	83
S1_25620997.txt	0
S12_5662012.txt	89
S1_2568174.txt	29
S1_2569718.txt	1
S12_5746893.txt	98
S1_25832108.txt	100
S1_25863011.txt	100
S1_25863019.txt	100
S1_25863035.txt	9
S1_25869361.txt	100
S12_5884186.txt	4
S12_5884232.txt	19
S12_5884253.txt	0
S1_25973561.txt	0
S1_25973632.txt	58
S1_25973640.txt	36
S1_25979066.txt	0
S1_25979068.txt	0
S12_6027869.txt	0
S12_6027879.txt	100
S12_6027881.txt	100
S12_6027946.txt	0
S1_26056372.txt	100
S1_26056380.txt	100
S1_26056480.txt	100
S1_26071304.txt	0
S1_26075959.txt	11
S1_26075986.txt	15
S12_6143284.txt	69
S12_6143289.txt	100
S12_6143294.txt	100
S12_6143295.txt	0
S12_6143307.txt	0
S12_6143336.txt	8
S12_6170437.txt	10
S12_6263551.txt	100
S1_26270115.txt	18
S1_26270119.txt	18
S1_26281170.txt	0
S1_26281241.txt	100
S1_26281246.txt	100
S1_26294446.txt	0
S12_6333493.txt	100
S12_6333549.txt	5
S1_26372364.txt	100
S12_6422311.txt	76
S12_6422335.txt	20
S12_6422340.txt	21
S1_26501035.txt	74
S1_26501040.txt	72
S12_6554940.txt	100
S12_6587376.txt	0
S12_6587410.txt	0
S12_6587414.txt	0
S12_6593402.txt	0
S12_6593412.txt	0
S12_6593437.txt	0
S12_6593509.txt	0
S12_6593577.txt	11
S12_6593659.txt	17
S12_6616913.txt	0
S1_26668710.txt	32
S1_26668726.txt	33
S1_26668801.txt	51
S1_26694271.txt	0
S12_6710009.txt	99
S12_6710016.txt	19
S1_269992.txt	100
S1_270047.txt	100
S12_7036344.txt	3
S12_7036350.txt	1
S12_7036352.txt	0
S12_7036391.txt	0
S12_7062105.txt	100
S12_7062113.txt	81
S1_27067140.txt	15
S1_27077932.txt	0
S1_27077944.txt	100
S1_27109021.txt	27
S1_27181499.txt	63
S12_7274251.txt	0
S12_7274271.txt	12
S12_7274301.txt	0
S12_7274303.txt	0
S1_27306423.txt	100
S12_7351543.txt	100
S12_7351560.txt	100
S12_7351566.txt	100
S1_27472690.txt	7
S1_27579097.txt	100
S1_27579128.txt	100
S1_27602033.txt	8
S1_27602039.txt	75
S1_27602057.txt	100
S1_27830740.txt	23
S1_27830750.txt	21
S1_27849463.txt	100
S1_27849511.txt	76
S12_7858922.txt	0
S12_7860354.txt	14
S12_8013790.txt	15
S12_8013796.txt	16
S1_28016491.txt	100
S12_8098414.txt	11
S12_8118515.txt	1
S12_8118527.txt	1
S12_8118530.txt	0
S1_28234717.txt	100
S1_28294865.txt	9
S1_28294882.txt	8
S12_8353308.txt	49
S12_8353378.txt	45
S12_8353379.txt	56
S12_8353430.txt	100
S12_8353440.txt	100
S12_8389919.txt	0
S12_8389969.txt	50
S12_8397642.txt	68
S12_8397650.txt	71
S12_8397653.txt	33
S12_8398542.txt	38
S12_8398547.txt	55
S12_8403571.txt	9
S12_8403572.txt	9
S1_28421382.txt	6
S1_28421410.txt	3
S1_28426335.txt	100
S12_8472779.txt	12
S12_8472784.txt	8
S1_28505136.txt	100
S12_8509508.txt	100
S12_8509540.txt	80
S12_8509541.txt	80
S1_28522362.txt	0
S1_28522368.txt	100
S1_28522381.txt	5
S1_28522388.txt	3
S1_28554174.txt	0
S1_28597541.txt	100
S1_28597568.txt	0
S12_8600911.txt	0
S12_8600919.txt	100
S12_8600921.txt	12
S1_28658757.txt	100
S1_28661529.txt	11
S1_28661530.txt	11
S12_8663212.txt	9
S1_28692647.txt	0
S12_8735160.txt	100
S12_8735161.txt	0
S12_8735245.txt	83
S1_28748581.txt	0
S12_8811707.txt	0
S12_8811709.txt	14
S12_8857642.txt	100
S12_8857672.txt	98
S12_8888937.txt	100
S12_8888946.txt	100
S12_8904358.txt	100
S12_8904447.txt	0
S12_8904525.txt	100
S12_8910621.txt	0
S12_8963921.txt	40
S12_8963923.txt	15
S12_9053032.txt	3
S12_9125343.txt	100
S12_9125364.txt	100
S1_29129176.txt	3
S1_29171483.txt	0
S1_29197761.txt	21
S12_9239381.txt	11
S12_9239421.txt	14
S12_9380404.txt	0
S12_9406698.txt	0
S1_29473314.txt	100
S1_29584954.txt	100
S1_29584959.txt	100
S12_9638064.txt	4
S1_29703681.txt	62
S12_9708316.txt	0
S12_9708329.txt	0
S1_29812106.txt	3
S12_9883570.txt	75
S1_29886041.txt	94
S1_29886045.txt	98
S1_29886065.txt	92
S1_29913868.txt	0
S12_9934866.txt	100
S1_29971435.txt	0
S1_29971458.txt	0
S1_29978629.txt	0
S1_29979701.txt	100
S1_30000015.txt	0
S1_30000016.txt	4
S1_30000024.txt	0
S1_30000040.txt	9
S1_30046007.txt	100
S1_30052612.txt	0
S1_30052628.txt	9
S1_30078041.txt	8
S1_30078042.txt	8
S1_30174951.txt	100
S1_30174954.txt	100
S1_30192627.txt	0
S1_30289201.txt	100
S1_30302.txt	100
S1_30303.txt	100
S1_30305353.txt	100
S1_30310.txt	0
S1_30319.txt	0
S1_30332.txt	0
S1_30334.txt	100
S1_30359634.txt	100
S1_30359637.txt	8
S1_30456097.txt	4
S1_30456098.txt	5
S1_30498038.txt	0
S1_30498102.txt	100
S1_30516429.txt	100
S1_30516434.txt	85
S1_30516508.txt	96
S1_30557515.txt	100
S1_3072104.txt	42
S1_30750257.txt	0
S1_30804553.txt	0
S1_30804555.txt	0
S13_10019238.txt	12
S13_10185001.txt	81
S13_10210986.txt	73
S13_10340359.txt	80
S13_10345650.txt	74
S13_10496458.txt	6
S13_10583311.txt	31
S13_10758334.txt	72
S13_10762812.txt	80
S13_10826114.txt	100
S13_10938907.txt	19
S13_10938982.txt	0
S13_10963125.txt	0
S13_10970576.txt	100
S13_10970592.txt	100
S13_10970604.txt	100
S13_11262404.txt	92
S13_11262436.txt	92
S13_11262447.txt	91
S13_11304157.txt	23
S13_11304169.txt	17
S13_11317160.txt	100
S13_11333697.txt	0
S13_11333710.txt	0
S13_1140737.txt	100
S13_1140757.txt	0
S13_11418880.txt	100
S13_1142398.txt	0
S13_1142411.txt	9
S13_11482056.txt	61
S13_11482080.txt	54
S13_11524398.txt	100
S13_11524436.txt	57
S13_11606631.txt	100
S13_11606643.txt	100
S13_11606644.txt	4
S13_11628854.txt	0
S13_11628976.txt	100
S13_11824626.txt	0
S13_11824646.txt	0
S13_11824666.txt	0
S13_11870360.txt	0
S13_11951020.txt	0
S13_11973368.txt	0
S13_1206268.txt	0
S13_1206283.txt	89
S13_12161815.txt	18
S13_12161824.txt	14
S13_12161858.txt	14
S13_12161919.txt	46
S13_12161943.txt	41
S13_12162929.txt	1
S13_12162978.txt	12
S13_12163043.txt	68
S13_12163047.txt	69
S13_12163055.txt	71
S13_12212540.txt	100
S13_12332785.txt	47
S13_12333384.txt	100
S1_31243424.txt	0
S13_12441587.txt	0
S13_12536969.txt	100
S13_12536970.txt	100
S13_12537006.txt	100
S13_12537026.txt	100
S13_12537947.txt	100
S13_12593808.txt	100
S13_12861954.txt	0
S13_12861978.txt	0
S13_12862009.txt	0
S13_12862011.txt	0
S13_12864640.txt	0
S13_12864733.txt	0
S13_12864745.txt	0
S13_13241572.txt	0
S13_13241574.txt	0
S13_13241650.txt	11
S13_1329721.txt	0
S13_13318483.txt	10
S13_13318487.txt	8
S1_31340585.txt	100
S1_31340590.txt	100
S13_13492543.txt	0
S13_13492557.txt	0
S13_13492588.txt	0
S13_13915116.txt	100
S13_13988348.txt	0
S13_13988350.txt	0
S13_14031796.txt	10
S13_14031801.txt	10
S13_14058974.txt	0
S13_14079304.txt	53
S13_14079305.txt	59
S13_14079306.txt	48
S13_14079307.txt	56
S13_14079383.txt	90
S13_14085349.txt	80
S13_14085376.txt	80
S13_14085388.txt	80
S13_14181582.txt	100
S13_14258904.txt	44
S13_14399673.txt	100
S13_14458770.txt	46
S13_14458777.txt	47
S13_1449535.txt	0
S13_14586484.txt	15
S13_14588699.txt	100
S13_14595122.txt	81
S13_14595150.txt	76
S13_14629235.txt	100
S1_31503667.txt	100
S13_15057336.txt	100
S13_15062321.txt	76
S13_15062422.txt	0
S13_1514307.txt	0
S13_1514308.txt	0
S13_1514362.txt	0
S1_3152144.txt	100
S13_15223255.txt	64
S13_15223263.txt	65
S13_1522362.txt	0
S13_1522407.txt	3
S13_1522431.txt	4
S13_15224505.txt	81
S13_15224526.txt	100
S13_1522504.txt	18
S13_1522546.txt	100
S13_15262020.txt	100
S13_15262028.txt	100
S13_15262106.txt	89
S13_15263413.txt	100
S13_15263446.txt	100
S13_15355633.txt	0
S13_15498001.txt	78
S13_15517900.txt	0
S13_15541565.txt	100
S13_15600674.txt	44
S13_15600678.txt	100
S13_15718138.txt	66
S13_15718141.txt	0
S13_15720766.txt	100
S13_15720808.txt	100
S13_15720850.txt	13
S13_15720888.txt	13
S13_15720940.txt	80
S13_15745469.txt	100
S13_15770571.txt	0
S13_1577550.txt	0
S13_1577571.txt	0
S13_15802912.txt	6
S13_15802940.txt	11
S13_15835692.txt	0
S13_15886148.txt	0
S13_15975749.txt	1
S13_16015091.txt	0
S13_16015109.txt	1
S13_16015232.txt	65
S13_16021366.txt	13
S13_16021382.txt	8
S13_16032527.txt	66
S13_16032582.txt	12
S13_16032611.txt	19
S13_16032653.txt	14
S13_16231256.txt	94
S1_3172621.txt	57
S13_1785682.txt	4
S1_31787780.txt	0
S1_31869290.txt	100
S1_31869291.txt	100
S1_31869309.txt	100
S13_1887398.txt	0
S13_1887400.txt	0
S13_1887401.txt	100
S13_1887448.txt	0
S1_3189945.txt	95
S13_1915755.txt	27
S13_1925907.txt	80
S13_1937811.txt	99
S13_1937817.txt	100
S1_31980753.txt	0
S1_31980774.txt	0
S1_32135711.txt	1
S1_32172817.txt	6
S1_32176693.txt	0
S1_32176700.txt	0
S1_32176849.txt	0
S1_32176868.txt	0
S1_32242687.txt	0
S1_32242769.txt	0
S1_32376487.txt	43
S13_23926.txt	1
S13_2392807.txt	0
S13_2402689.txt	1
S1_32416616.txt	0
S1_32486353.txt	0
S1_32649615.txt	80
S1_32649646.txt	80
S1_32672114.txt	0
S1_32672129.txt	100
S1_32672140.txt	100
S1_32672165.txt	100
S1_32753155.txt	100
S1_32753181.txt	95
S1_32753198.txt	100
S1_32753201.txt	100
S1_327655.txt	67
S1_327682.txt	51
S1_32798691.txt	0
S1_32817179.txt	1
S1_32817207.txt	1
S1_32872883.txt	0
S1_32872889.txt	6
S13_2904317.txt	0
S13_2904319.txt	0
S1_32912545.txt	98
S1_32923751.txt	11
S1_32923796.txt	5
S1_32927881.txt	6
S1_32931395.txt	100
S1_32956856.txt	4
S1_32958466.txt	82
S1_32979750.txt	0
S1_33072927.txt	1
S1_33072931.txt	4
S1_33104219.txt	0
S1_33104255.txt	0
S1_33154981.txt	1
S1_33167671.txt	0
S1_33167672.txt	100
S13_3170789.txt	0
S1_33212510.txt	0
S1_33217083.txt	0
S1_33290648.txt	52
S1_33290689.txt	35
S1_33290692.txt	43
S1_33316476.txt	86
S1_33356342.txt	9
S1_33369891.txt	98
S1_33369976.txt	0
S13_3374318.txt	0
S13_3417630.txt	0
S13_3417670.txt	0
S13_3434409.txt	100
S13_3542030.txt	6
S13_3542037.txt	7
S13_3542051.txt	0
S13_3554830.txt	100
S13_3554881.txt	32
S1_33599509.txt	0
S1_33599552.txt	0
S13_3616577.txt	63
S13_363696.txt	100
S1_33674008.txt	99
S1_33674040.txt	80
S1_33674089.txt	80
S13_3711028.txt	4
S13_3711030.txt	0
S1_33712014.txt	7
S13_3752909.txt	5
S13_3752973.txt	100
S13_3788338.txt	1
S1_33899971.txt	0
S1_33924723.txt	100
S1_33924753.txt	96
S1_33924773.txt	98
S1_33950038.txt	0
S1_33950070.txt	0
S1_34003221.txt	100
S1_34113433.txt	0
S13_4157071.txt	99
S13_4201535.txt	1
S13_4206921.txt	0
S13_4206929.txt	0
S13_4207040.txt	0
S1_34210870.txt	8
S1_34210875.txt	8
S13_4212724.txt	83
S13_4212740.txt	100
S1_34216158.txt	0
S13_4218838.txt	100
S1_34268954.txt	64
S1_343279.txt	100
S1_34357214.txt	1
S1_34357242.txt	2
S13_437792.txt	0
S1_343805.txt	98
S1_343835.txt	100
S1_343869.txt	100
S13_4392459.txt	0
S13_4403707.txt	0
S1_344407.txt	33
S1_344408.txt	28
S1_34459790.txt	7
S1_34459803.txt	100
S1_34460571.txt	100
S13_4540299.txt	18
S13_4540304.txt	60
S1_34545775.txt	0
S1_34545824.txt	5
S1_34545855.txt	0
S1_34545877.txt	0
S13_4591670.txt	91
S13_4591676.txt	100
S1_34595835.txt	0
S1_34595863.txt	100
S13_4631493.txt	100
S13_4631497.txt	100
S13_4656120.txt	82
S13_4664216.txt	0
S13_4666693.txt	0
S13_4666719.txt	0
S1_34680902.txt	1
S1_3469091.txt	71
S1_3469093.txt	100
S1_3469094.txt	100
S13_4731644.txt	0
S13_480719.txt	0
S13_480733.txt	0
S1_34807679.txt	0
S1_34807707.txt	0
S1_34807747.txt	1
S1_34815187.txt	100
S1_34876567.txt	49
S1_34876608.txt	100
S1_34876613.txt	46
S13_4960109.txt	10
S1_3506423.txt	13
S1_3506449.txt	55
S1_3506476.txt	100
S1_3506488.txt	100
S13_5125691.txt	51
S13_5125760.txt	42
S13_5125766.txt	49
S13_5125790.txt	59
S13_5125802.txt	53
S1_35145576.txt	1
S1_35145652.txt	9
S1_35145661.txt	5
S1_35194393.txt	0
S13_5196223.txt	86
S13_5235914.txt	90
S13_5235927.txt	100
S1_35339486.txt	51
S1_35339608.txt	0
S1_35339609.txt	34
S1_35343894.txt	4
S1_35403854.txt	0
S1_35403869.txt	0
S1_35403920.txt	0
S1_35403930.txt	0
S1_35407852.txt	1
S1_35442379.txt	0
S1_35453765.txt	100
S1_35453911.txt	0
S13_546211.txt	0
S1_35474915.txt	95
S13_5479936.txt	17
S13_5479939.txt	2
S13_5480061.txt	0
S13_5480065.txt	0
S13_5489937.txt	100
S13_5489962.txt	100
S13_5489966.txt	100
S1_35545643.txt	100
S1_35595640.txt	92
S1_35611929.txt	100
S1_35611937.txt	100
S1_35614925.txt	47
S1_35614960.txt	0
S1_35614968.txt	69
S1_35665620.txt	100
S1_35665643.txt	0
S1_35692046.txt	0
S1_35692053.txt	0
S1_35692073.txt	100
S1_35694843.txt	0
S1_35725366.txt	74
S13_5729972.txt	9
S13_5729997.txt	10
S13_5730063.txt	84
S1_35779364.txt	76
S1_35779380.txt	7
S13_5786802.txt	0
S13_5786803.txt	0
S1_3579432.txt	100
S13_5797993.txt	23
S1_35880256.txt	0
S13_5910991.txt	99
S1_35941456.txt	100
S1_35946893.txt	100
S1_35946943.txt	0
S1_35946948.txt	100
S1_35946981.txt	100
S13_6176634.txt	100
S1_36312445.txt	10
S1_36362175.txt	1
S13_6399263.txt	0
S13_6416603.txt	100
S13_6499556.txt	67
S13_6499568.txt	0
S13_6499687.txt	0
S13_655591.txt	100
S13_655606.txt	80
S13_655647.txt	100
S13_6568186.txt	3
S1_3658431.txt	24
S13_6607556.txt	0
S13_6607605.txt	7
S13_6607801.txt	80
S13_6608787.txt	0
S13_6610566.txt	0
S13_6610602.txt	0
S13_6610686.txt	0
S13_6610709.txt	1
S13_6610795.txt	70
S13_6610808.txt	71
S13_6619897.txt	0
S13_6619974.txt	100
S13_6620010.txt	100
S1_36640006.txt	23
S1_36640163.txt	100
S13_6650745.txt	0
S13_6712577.txt	0
S13_6712622.txt	0
S1_36714971.txt	7
S1_36716794.txt	0
S1_36716817.txt	0
S13_6720960.txt	67
S13_6720961.txt	78
S13_6720966.txt	61
S13_6720967.txt	68
S13_6796672.txt	100
S13_682485.txt	0
S13_682523.txt	0
S13_6835960.txt	100
S13_6836121.txt	0
S13_6882367.txt	0
S1_36891071.txt	0
S13_6986480.txt	37
S1_37022739.txt	80
S13_7061463.txt	18
S13_7061490.txt	1
S1_37099691.txt	100
S1_37139494.txt	99
S1_37319843.txt	83
S1_37319844.txt	86
S1_37319845.txt	81
S13_7355518.txt	59
S13_7355538.txt	53
S1_37397840.txt	0
S1_37425580.txt	1
S13_7711597.txt	0
S13_7711633.txt	100
S13_7720510.txt	80
S13_7720547.txt	80
S13_778762.txt	100
S13_7823973.txt	100
S13_7823974.txt	100
S13_7866395.txt	80
S13_7866547.txt	100
S13_7871032.txt	100
S13_7871035.txt	100
S13_7871064.txt	100
S13_7871106.txt	58
S13_7871107.txt	100
S1_37891064.txt	100
S13_7930758.txt	80
S13_7930777.txt	76
S13_7942681.txt	79
S13_7942708.txt	86
S1_37965645.txt	41
S1_37984.txt	0
S13_8038041.txt	100
S13_8038147.txt	100
S1_3804420.txt	50
S1_3804507.txt	77
S1_38073499.txt	73
S1_38073500.txt	73
S13_8079073.txt	100
S1_38081.txt	0
S1_38144129.txt	93
S13_817589.txt	78
S1_38182410.txt	3
S13_8231471.txt	3
S13_8231473.txt	0
S13_8239186.txt	100
S13_8239191.txt	100
S13_8239207.txt	100
S13_8248185.txt	16
S13_8248187.txt	20
S13_8310925.txt	75
S13_8310927.txt	68
S13_8383276.txt	21
S13_8383302.txt	30
S1_38390898.txt	0
S1_38390904.txt	100
S1_38398261.txt	1
S1_38426237.txt	0
S13_8456503.txt	77
S13_8456504.txt	64
S13_8456505.txt	78
S13_8456506.txt	67
S13_8456507.txt	75
S13_8462105.txt	84
S13_8463283.txt	8
S13_8463288.txt	14
S13_8463290.txt	14
S13_8488636.txt	2
S13_8488677.txt	100
S13_8488696.txt	100
S13_8488735.txt	10
S13_8562621.txt	48
S13_8562625.txt	55
S13_8562640.txt	65
S13_8562645.txt	54
S13_8668485.txt	56
S13_8669434.txt	22
S1_38690713.txt	43
S1_38690743.txt	29
S1_38690777.txt	0
S1_3876467.txt	100
S1_3876522.txt	87
S1_3876541.txt	85
S13_88041.txt	0
S1_38847925.txt	100
S1_3889622.txt	6
S1_3889628.txt	68
S1_3890277.txt	95
S1_39043354.txt	0
S1_39108490.txt	100
S1_39108496.txt	0
S1_39108555.txt	100
S13_9150889.txt	0
S13_9189916.txt	14
S13_9219946.txt	92
S13_9229419.txt	26
S13_9229474.txt	100
S1_39241027.txt	100
S13_9250617.txt	4
S13_9250651.txt	5
S13_9250662.txt	0
S1_39252769.txt	17
S1_39252777.txt	17
S1_39254660.txt	100
S1_39254674.txt	11
S1_39254684.txt	100
S13_9309824.txt	13
S13_9335431.txt	58
S13_9335458.txt	56
S13_9335465.txt	51
S13_9348116.txt	100
S1_39445751.txt	5
S13_9474461.txt	67
S13_9474463.txt	0
S13_9520055.txt	100
S13_9520225.txt	45
S13_9555473.txt	26
S1_3956510.txt	77
S1_3956553.txt	65
S13_9585595.txt	0
S13_9613106.txt	0
S13_9613117.txt	0
S13_9613280.txt	65
S1_39691313.txt	58
S1_39693056.txt	100
S1_39767762.txt	7
S13_9847629.txt	93
S13_9847631.txt	93
S13_9847632.txt	89
S13_9853323.txt	0
S13_9853325.txt	9
S13_9861721.txt	100
S13_9878834.txt	99
S13_9878848.txt	100
S1_39942528.txt	6
S1_39964.txt	100
S1_39981.txt	100
S1_40018.txt	100
S1_40028.txt	0
S1_40029.txt	0
S1_40032.txt	100
S1_40150614.txt	4
S1_40150661.txt	6
S1_40150667.txt	9
S1_4020240.txt	0
S1_4023903.txt	85
S1_4023922.txt	87
S1_4046216.txt	26
S1_4046854.txt	0
S1_4046855.txt	100
S1_4046919.txt	64
S1_40936740.txt	5
S1_40936761.txt	66
S1_40936764.txt	37
S1_40936767.txt	5
S1_40940544.txt	10
S1_40940547.txt	9
S1_40940606.txt	0
S14_10186539.txt	0
S14_10219184.txt	0
S14_10232720.txt	100
S14_10261837.txt	75
S14_10290501.txt	48
S14_10297186.txt	100
S14_10583821.txt	77
S14_10583871.txt	1
S14_10583913.txt	30
S14_10583935.txt	13
S14_10583944.txt	16
S14_10644936.txt	0
S14_10742474.txt	1
S14_10817053.txt	7
S14_10817067.txt	16
S14_10817093.txt	15
S14_10817164.txt	25
S14_10817181.txt	20
S14_10830704.txt	0
S14_10841728.txt	15
S14_10980640.txt	41
S14_10994755.txt	15
S14_11107771.txt	100
S14_11107791.txt	21
S14_11107841.txt	100
S14_11107874.txt	100
S14_11107877.txt	100
S14_11107880.txt	0
S14_11161974.txt	16
S14_11176947.txt	100
S14_11266551.txt	15
S14_11266628.txt	15
S14_11266629.txt	12
S14_11266683.txt	0
S14_11343824.txt	75
S14_11456317.txt	99
S14_11475752.txt	77
S14_11475757.txt	78
S14_11549717.txt	100
S14_11560918.txt	100
S14_11601663.txt	38
S14_11601684.txt	65
S14_11686536.txt	100
S1_41173705.txt	100
S14_11906409.txt	0
S14_11906412.txt	0
S14_11906418.txt	88
S14_11906434.txt	0
S14_11906443.txt	0
S1_41197871.txt	100
S1_41197881.txt	100
S14_12103054.txt	76
S14_12103064.txt	100
S14_12255210.txt	0
S14_12322806.txt	0
S14_12322820.txt	58
S14_12327687.txt	80
S14_12327690.txt	80
S14_12327716.txt	100
S14_12327722.txt	80
S14_12361476.txt	78
S14_12389678.txt	12
S14_12449581.txt	99
S14_12449588.txt	100
S14_12449628.txt	99
S14_12449632.txt	98
S14_12449662.txt	100
S1_41248426.txt	0
S14_12508850.txt	85
S14_12508861.txt	95
S14_12587948.txt	0
S14_12604322.txt	4
S14_12626743.txt	100
S14_12707060.txt	5
S1_41280141.txt	0
S14_13015397.txt	95
S14_13092906.txt	90
S1_41329666.txt	9
S14_13398652.txt	100
S14_13419772.txt	87
S14_13523209.txt	100
S14_13526766.txt	96
S14_13601418.txt	99
S14_13899454.txt	36
S14_13899464.txt	28
S14_13899495.txt	32
S14_14007565.txt	27
S14_14007566.txt	25
S14_14161720.txt	0
S14_14161777.txt	60
S14_14161889.txt	75
S14_14335572.txt	24
S14_14335596.txt	22
S14_14357587.txt	22
S14_14357725.txt	0
S14_14357748.txt	93
S14_14367612.txt	3
S14_14367613.txt	73
S14_14488533.txt	100
S14_14488635.txt	100
S14_14623381.txt	0
S14_14673326.txt	96
S14_14687864.txt	90
S14_14714326.txt	93
S14_14714489.txt	87
S14_14875656.txt	5
S14_14964897.txt	3
S14_14975071.txt	83
S14_14975115.txt	20
S14_14975321.txt	80
S14_14975331.txt	41
S14_15007633.txt	78
S14_15007702.txt	58
S14_15017244.txt	86
S14_15017247.txt	80
S14_15017286.txt	87
S14_15017295.txt	87
S14_15017307.txt	92
S14_15083319.txt	22
S14_15083328.txt	70
S14_15192385.txt	36
S14_15192415.txt	44
S14_15224291.txt	78
S14_15224340.txt	83
S14_15224392.txt	85
S14_15351056.txt	80
S14_15477622.txt	48
S14_15477623.txt	55
S14_16055016.txt	80
S14_16055033.txt	63
S14_16193667.txt	57
S14_16193670.txt	63
S14_16234291.txt	97
S14_16597317.txt	100
S14_16597328.txt	100
S1_4166966.txt	99
S14_17263471.txt	1
S14_17300951.txt	51
S14_17300965.txt	31
S14_17301027.txt	2
S14_17301059.txt	0
S14_17317741.txt	0
S14_17371372.txt	0
S14_17371374.txt	12
S14_17407509.txt	10
S14_17407511.txt	10
S14_17429885.txt	100
S14_17429913.txt	100
S14_17511312.txt	21
S14_17511359.txt	25
S14_17511441.txt	100
S14_17516449.txt	100
S1_41751875.txt	100
S14_17532450.txt	100
S1_41753587.txt	100
S1_41753593.txt	40
S1_41754796.txt	0
S1_41754804.txt	0
S14_17567696.txt	33
S14_17567716.txt	100
S14_17567801.txt	10
S14_17567803.txt	100
S14_17612707.txt	11
S14_17612858.txt	100
S14_17664384.txt	26
S14_17664398.txt	27
S14_17664403.txt	22
S14_17664404.txt	25
S14_1767501.txt	0
S1_41772180.txt	0
S14_17844243.txt	100
S14_17860167.txt	1
S1_41786669.txt	9
S1_41786671.txt	9
S1_41786679.txt	9
S14_17888803.txt	100
S14_17888813.txt	29
S14_17894351.txt	100
S14_17956584.txt	0
S14_17978834.txt	16
S14_17979530.txt	7
S14_17991606.txt	60
S14_17991634.txt	13
S14_17991638.txt	100
S14_18051371.txt	100
S14_18074333.txt	24
S14_18074386.txt	4
S14_18268586.txt	100
S14_18304093.txt	19
S14_18353140.txt	0
S14_18372851.txt	0
S14_18372886.txt	0
S14_18372900.txt	87
S14_18372903.txt	1
S1_41841524.txt	100
S14_18532457.txt	80
S14_18705117.txt	42
S14_18705128.txt	62
S14_1874792.txt	3
S1_41923.txt	12
S1_41928411.txt	9
S1_41933.txt	100
S1_41936.txt	9
S1_41945.txt	3
S1_41947036.txt	85
S1_41965.txt	100
S1_41982383.txt	0
S1_41982.txt	0
S1_41990.txt	0
S1_41994.txt	1
S14_2025254.txt	23
S14_2025316.txt	0
