strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
121101010403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101010404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101010405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101010406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101020406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030306,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030506,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030507,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101030705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040108,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040306,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040307,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040308,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040309,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040310,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101040605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050506,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050507,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050707,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050708,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050709,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050806,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050807,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050808,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050809,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101050907,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051005,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051006,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051007,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051008,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051009,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101051206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060501,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060502,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060503,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060504,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060505,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060601,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060602,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060603,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060604,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060605,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060606,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060701,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060702,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060703,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060704,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060705,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060706,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060801,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060802,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060803,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060804,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060805,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060901,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060902,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060903,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060904,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060905,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101060906,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061001,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061002,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061003,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061004,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061005,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061006,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101061205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070107,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070108,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070109,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070206,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070207,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070303,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070304,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070305,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070401,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070402,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070403,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070404,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070405,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070406,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101070407,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080101,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080102,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080103,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080104,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080105,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080106,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080201,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080202,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080203,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080204,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080205,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080301,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121101080302,mWSSKx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
